Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Materiał ramy dzieła sztuki (product.metafields.shopify.artwork-frame-material),Kolor (product.metafields.shopify.color-pattern),Materiał dekoracyjny (product.metafields.shopify.decoration-material),Obsługiwany format (product.metafields.shopify.format-supported),Styl oprawki (product.metafields.shopify.frame-style),Materiał (product.metafields.shopify.material),Typ mocowania (product.metafields.shopify.mounting-type),Orientacja (product.metafields.shopify.orientation),Kształt (product.metafields.shopify.shape),Motyw (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Finish (product.metafields.shopify.finish)
lavender-fields-at-sunrise,Lavender Fields at Sunrise,"<p>Awaken to the serene beauty of ""Lavender Fields at Sunrise,"" where soft watercolor washes blend seamlessly to capture the tranquil essence of dawn. This artwork invites you to immerse yourself in a peaceful landscape, where gentle hues of lavender and golden light dance across the horizon, evoking a sense of calm and renewal. Perfect for any space seeking a touch of nature's grace, this piece serves as a soothing reminder of the quiet moments that inspire us.</p>",REXIMPRIMIS,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",poster,"poster, category:nature-landscapes, style:watercolor, orientation:portrait, room:living-room, room:bedroom, room:home-office, room:study, size:13x18, size:21x30, size:30x40, size:40x50, size:50x70, collection:new-arrivals",true,Print Style,Full Bleed,,Size,13 × 18 cm (Small),,,,,lavender-fields-at-sunrise-full-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_thumb.jpg?v=1789644511513,1,,false,Lavender Fields at Sunrise | REXIMPRIMIS,"Awaken to the serene beauty of ""Lavender Fields at Sunrise,"" where soft watercolor washes blend seamlessly to capture the tranquil essence of dawn. This…",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_thumb.jpg?v=1789644511513,kg,,,active,
lavender-fields-at-sunrise,,,,,,,,,Full Bleed,,,21 × 30 cm (A4),,,,,lavender-fields-at-sunrise-full-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_ramka_thumb.jpg?v=1789644512321,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_ramka_thumb.jpg?v=1789644512321,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,Full Bleed,,,30 × 40 cm (Medium),,,,,lavender-fields-at-sunrise-full-30x40,0,,,deny,manual,43.00,86.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_mockup_frame.jpg?v=1789642072563,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_mockup_frame.jpg?v=1789642072563,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,Full Bleed,,,40 × 50 cm (Large),,,,,lavender-fields-at-sunrise-full-40x50,0,,,deny,manual,57.00,114.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_mockup_interior.jpg?v=1789642094470,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_mockup_interior.jpg?v=1789642094470,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,Full Bleed,,,50 × 70 cm (Large),,,,,lavender-fields-at-sunrise-full-50x70,0,,,deny,manual,71.00,142.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_thumb.jpg?v=1789644511513,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,White Border,,,13 × 18 cm (Small),,,,,lavender-fields-at-sunrise-ramka-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_ramka_thumb.jpg?v=1789644512321,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,White Border,,,21 × 30 cm (A4),,,,,lavender-fields-at-sunrise-ramka-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_ramka_thumb.jpg?v=1789644512321,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,White Border,,,30 × 40 cm (Medium),,,,,lavender-fields-at-sunrise-ramka-30x40,0,,,deny,manual,43.00,86.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_ramka_thumb.jpg?v=1789644512321,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,White Border,,,40 × 50 cm (Large),,,,,lavender-fields-at-sunrise-ramka-40x50,0,,,deny,manual,57.00,114.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_ramka_thumb.jpg?v=1789644512321,kg,,,,
lavender-fields-at-sunrise,,,,,,,,,White Border,,,50 × 70 cm (Large),,,,,lavender-fields-at-sunrise-ramka-50x70,0,,,deny,manual,71.00,142.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Lavender_Fields_at_Sunrise_ramka_thumb.jpg?v=1789644512321,kg,,,,
foggy-pine-forest,Foggy Pine Forest,"<p>Embrace the serene beauty of a foggy pine forest with this exquisite watercolor artwork. Soft washes of color create a tranquil atmosphere, allowing the gentle mist to envelop the trees in a calming embrace. This piece invites you to escape into nature's quiet moments, making it a perfect addition to any space seeking a touch of peace and elegance.</p>",REXIMPRIMIS,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",poster,"poster, category:nature-landscapes, style:watercolor, orientation:portrait, room:living-room, room:bedroom, room:home-office, room:study, size:13x18, size:21x30, size:30x40, size:40x50, size:50x70, collection:new-arrivals",true,Print Style,Full Bleed,,Size,13 × 18 cm (Small),,,,,foggy-pine-forest-full-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_thumb.jpg?v=1789644512919,1,,false,Foggy Pine Forest | REXIMPRIMIS,"Embrace the serene beauty of a foggy pine forest with this exquisite watercolor artwork. Soft washes of color create a tranquil atmosphere, allowing the gentle…",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_thumb.jpg?v=1789644512919,kg,,,active,
foggy-pine-forest,,,,,,,,,Full Bleed,,,21 × 30 cm (A4),,,,,foggy-pine-forest-full-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_ramka_thumb.jpg?v=1789644513643,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_ramka_thumb.jpg?v=1789644513643,kg,,,,
foggy-pine-forest,,,,,,,,,Full Bleed,,,30 × 40 cm (Medium),,,,,foggy-pine-forest-full-30x40,0,,,deny,manual,43.00,86.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_mockup_frame.jpg?v=1789642114038,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_mockup_frame.jpg?v=1789642114038,kg,,,,
foggy-pine-forest,,,,,,,,,Full Bleed,,,40 × 50 cm (Large),,,,,foggy-pine-forest-full-40x50,0,,,deny,manual,57.00,114.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_mockup_interior.jpg?v=1789642137343,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_mockup_interior.jpg?v=1789642137343,kg,,,,
foggy-pine-forest,,,,,,,,,Full Bleed,,,50 × 70 cm (Large),,,,,foggy-pine-forest-full-50x70,0,,,deny,manual,71.00,142.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_thumb.jpg?v=1789644512919,kg,,,,
foggy-pine-forest,,,,,,,,,White Border,,,13 × 18 cm (Small),,,,,foggy-pine-forest-ramka-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_ramka_thumb.jpg?v=1789644513643,kg,,,,
foggy-pine-forest,,,,,,,,,White Border,,,21 × 30 cm (A4),,,,,foggy-pine-forest-ramka-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Watercolor/Foggy_Pine_Forest_ramka_thumb.jpg?v=1789644513643,kg,,,,
