Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Materiał ramy dzieła sztuki (product.metafields.shopify.artwork-frame-material),Kolor (product.metafields.shopify.color-pattern),Materiał dekoracyjny (product.metafields.shopify.decoration-material),Obsługiwany format (product.metafields.shopify.format-supported),Styl oprawki (product.metafields.shopify.frame-style),Materiał (product.metafields.shopify.material),Typ mocowania (product.metafields.shopify.mounting-type),Orientacja (product.metafields.shopify.orientation),Kształt (product.metafields.shopify.shape),Motyw (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Finish (product.metafields.shopify.finish)
sunflower-field-at-noon,Sunflower Field at Noon,"<p>Immerse yourself in the serene beauty of ""Sunflower Field at Noon,"" where vibrant sunflowers stretch under a luminous sky, captured in the rich, textured style of Impressionism. This artwork evokes a tranquil afternoon, with dappled light dancing across the canvas, inviting a sense of calm and connection to nature. Perfect for brightening any space, it serves as a gentle reminder of the warmth and splendor of a summer day.</p>",REXIMPRIMIS,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",poster,"poster, category:nature-landscapes, style:impressionism, orientation:portrait, room:living-room, room:bedroom, room:home-office, room:study, size:13x18, size:21x30, size:30x40, size:40x50, size:50x70, collection:new-arrivals",true,Print Style,Full Bleed,,Size,13 × 18 cm (Small),,,,,sunflower-field-at-noon-full-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_thumb.jpg?v=1789622218261,1,,false,Sunflower Field at Noon | REXIMPRIMIS,"Immerse yourself in the serene beauty of ""Sunflower Field at Noon,"" where vibrant sunflowers stretch under a luminous sky, captured in the rich, textured style…",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_thumb.jpg?v=1789622218261,kg,,,active,
sunflower-field-at-noon,,,,,,,,,Full Bleed,,,21 × 30 cm (A4),,,,,sunflower-field-at-noon-full-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_ramka_thumb.jpg?v=1789622219114,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_ramka_thumb.jpg?v=1789622219114,kg,,,,
sunflower-field-at-noon,,,,,,,,,Full Bleed,,,30 × 40 cm (Medium),,,,,sunflower-field-at-noon-full-30x40,0,,,deny,manual,43.00,86.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_mockup_frame.jpg?v=1789598722261,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_mockup_frame.jpg?v=1789598722261,kg,,,,
sunflower-field-at-noon,,,,,,,,,Full Bleed,,,40 × 50 cm (Large),,,,,sunflower-field-at-noon-full-40x50,0,,,deny,manual,57.00,114.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_mockup_interior.jpg?v=1789598740743,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_mockup_interior.jpg?v=1789598740743,kg,,,,
sunflower-field-at-noon,,,,,,,,,Full Bleed,,,50 × 70 cm (Large),,,,,sunflower-field-at-noon-full-50x70,0,,,deny,manual,71.00,142.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_thumb.jpg?v=1789622218261,kg,,,,
sunflower-field-at-noon,,,,,,,,,White Border,,,13 × 18 cm (Small),,,,,sunflower-field-at-noon-ramka-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_ramka_thumb.jpg?v=1789622219114,kg,,,,
sunflower-field-at-noon,,,,,,,,,White Border,,,21 × 30 cm (A4),,,,,sunflower-field-at-noon-ramka-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_ramka_thumb.jpg?v=1789622219114,kg,,,,
sunflower-field-at-noon,,,,,,,,,White Border,,,30 × 40 cm (Medium),,,,,sunflower-field-at-noon-ramka-30x40,0,,,deny,manual,43.00,86.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_ramka_thumb.jpg?v=1789622219114,kg,,,,
sunflower-field-at-noon,,,,,,,,,White Border,,,40 × 50 cm (Large),,,,,sunflower-field-at-noon-ramka-40x50,0,,,deny,manual,57.00,114.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_ramka_thumb.jpg?v=1789622219114,kg,,,,
sunflower-field-at-noon,,,,,,,,,White Border,,,50 × 70 cm (Large),,,,,sunflower-field-at-noon-ramka-50x70,0,,,deny,manual,71.00,142.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Sunflower_Field_at_Noon_ramka_thumb.jpg?v=1789622219114,kg,,,,
