Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Materiał ramy dzieła sztuki (product.metafields.shopify.artwork-frame-material),Kolor (product.metafields.shopify.color-pattern),Materiał dekoracyjny (product.metafields.shopify.decoration-material),Obsługiwany format (product.metafields.shopify.format-supported),Styl oprawki (product.metafields.shopify.frame-style),Materiał (product.metafields.shopify.material),Typ mocowania (product.metafields.shopify.mounting-type),Orientacja (product.metafields.shopify.orientation),Kształt (product.metafields.shopify.shape),Motyw (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Finish (product.metafields.shopify.finish)
golden-wheat-field-at-sunset,Golden Wheat Field at Sunset,"<p>Experience the serene beauty of a golden wheat field at sunset, captured in an impressionist style that evokes a sense of calm and tranquility. The rich, warm hues of the setting sun dance across the textured canvas, illuminating the swaying stalks of wheat with dappled light. This artwork invites you to immerse yourself in its peaceful atmosphere, making it a perfect addition to any interior space.</p>",REXIMPRIMIS,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",poster,"poster, category:nature-landscapes, style:impressionism, orientation:portrait, room:living-room, room:bedroom, room:home-office, room:study, size:13x18, size:21x30, size:30x40, size:40x50, size:50x70, collection:new-arrivals",true,Print Style,Full Bleed,,Size,13 × 18 cm (Small),,,,,golden-wheat-field-at-sunset-full-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_thumb.jpg?v=1789591608335,1,,false,Golden Wheat Field at Sunset | REXIMPRIMIS,"Experience the serene beauty of a golden wheat field at sunset, captured in an impressionist style that evokes a sense of calm and tranquility. The rich, warm…",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_thumb.jpg?v=1789591608335,kg,,,active,
golden-wheat-field-at-sunset,,,,,,,,,Full Bleed,,,21 × 30 cm (A4),,,,,golden-wheat-field-at-sunset-full-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_ramka_thumb.jpg?v=1789591609309,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_ramka_thumb.jpg?v=1789591609309,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,Full Bleed,,,30 × 40 cm (Medium),,,,,golden-wheat-field-at-sunset-full-30x40,0,,,deny,manual,43.00,86.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_mockup_frame.jpg?v=1789590888988,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_mockup_frame.jpg?v=1789590888988,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,Full Bleed,,,40 × 50 cm (Large),,,,,golden-wheat-field-at-sunset-full-40x50,0,,,deny,manual,57.00,114.00,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_mockup_interior.jpg?v=1789590907031,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_mockup_interior.jpg?v=1789590907031,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,Full Bleed,,,50 × 70 cm (Large),,,,,golden-wheat-field-at-sunset-full-50x70,0,,,deny,manual,71.00,142.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_thumb.jpg?v=1789591608335,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,White Border,,,13 × 18 cm (Small),,,,,golden-wheat-field-at-sunset-ramka-13x18,0,,,deny,manual,16.00,32.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_ramka_thumb.jpg?v=1789591609309,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,White Border,,,21 × 30 cm (A4),,,,,golden-wheat-field-at-sunset-ramka-21x30,0,,,deny,manual,26.00,52.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_ramka_thumb.jpg?v=1789591609309,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,White Border,,,30 × 40 cm (Medium),,,,,golden-wheat-field-at-sunset-ramka-30x40,0,,,deny,manual,43.00,86.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_ramka_thumb.jpg?v=1789591609309,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,White Border,,,40 × 50 cm (Large),,,,,golden-wheat-field-at-sunset-ramka-40x50,0,,,deny,manual,57.00,114.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_ramka_thumb.jpg?v=1789591609309,kg,,,,
golden-wheat-field-at-sunset,,,,,,,,,White Border,,,50 × 70 cm (Large),,,,,golden-wheat-field-at-sunset-ramka-50x70,0,,,deny,manual,71.00,142.00,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/nature-landscapes/Impressionism/Golden_Wheat_Field_at_Sunset_ramka_thumb.jpg?v=1789591609309,kg,,,,
