Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Materiał ramy dzieła sztuki (product.metafields.shopify.artwork-frame-material),Kolor (product.metafields.shopify.color-pattern),Materiał dekoracyjny (product.metafields.shopify.decoration-material),Obsługiwany format (product.metafields.shopify.format-supported),Styl oprawki (product.metafields.shopify.frame-style),Materiał (product.metafields.shopify.material),Typ mocowania (product.metafields.shopify.mounting-type),Orientacja (product.metafields.shopify.orientation),Kształt (product.metafields.shopify.shape),Motyw (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Finish (product.metafields.shopify.finish)
faded-vinyl-dreams,Faded Vinyl Dreams,"<p>Immerse yourself in the nostalgic allure of ""Faded Vinyl Dreams,"" where a vintage cassette tape rests on a soft surface, evoking the warmth of the 80s. The subtle film grain and muted tones of beige, brown, and orange create a serene atmosphere, enhanced by gentle natural light and soft shadows. This art piece captures a moment of quiet reflection, inviting you to savor the beauty of simpler times.</p>",REXIMPRIMIS,,poster,"poster, retro, photography, size_13x18, size_21x30, size_30x40, size_40x50, size_50x70",true,Print Style,Full Bleed,,Size,13 × 18 cm (Small),,,,,faded-vinyl-dreams-full-13x18,0,,,deny,manual,25.00,,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_thumb.jpg,1,,false,Faded Vinyl Dreams | REXIMPRIMIS,"Immerse yourself in the nostalgic allure of ""Faded Vinyl Dreams,"" where a vintage cassette tape rests on a soft surface, evoking the warmth of the 80s. The subt",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_thumb.jpg,kg,,,active,
faded-vinyl-dreams,,,,,,,,,Full Bleed,,,21 × 30 cm (A4),,,,,faded-vinyl-dreams-full-21x30,0,,,deny,manual,39.00,,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_ramka_thumb.jpg,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_ramka_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,Full Bleed,,,30 × 40 cm (Medium),,,,,faded-vinyl-dreams-full-30x40,0,,,deny,manual,59.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,Full Bleed,,,40 × 50 cm (Large),,,,,faded-vinyl-dreams-full-40x50,0,,,deny,manual,79.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,Full Bleed,,,50 × 70 cm (Large),,,,,faded-vinyl-dreams-full-50x70,0,,,deny,manual,119.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,White Border,,,13 × 18 cm (Small),,,,,faded-vinyl-dreams-ramka-13x18,0,,,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_ramka_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,White Border,,,21 × 30 cm (A4),,,,,faded-vinyl-dreams-ramka-21x30,0,,,deny,manual,39.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_ramka_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,White Border,,,30 × 40 cm (Medium),,,,,faded-vinyl-dreams-ramka-30x40,0,,,deny,manual,59.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_ramka_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,White Border,,,40 × 50 cm (Large),,,,,faded-vinyl-dreams-ramka-40x50,0,,,deny,manual,79.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_ramka_thumb.jpg,kg,,,,
faded-vinyl-dreams,,,,,,,,,White Border,,,50 × 70 cm (Large),,,,,faded-vinyl-dreams-ramka-50x70,0,,,deny,manual,119.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Retro/photography/Faded_Vinyl_Dreams_ramka_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,Red_Classic_Roadster_Safe_Frame,"<p>This striking poster captures the timeless elegance of a glossy red 1960s roadster convertible, poised gracefully against an open road at golden hour. The composition emphasizes the car's sleek curves and chrome details, surrounded by a serene landscape that evokes a sense of nostalgia and adventure. With its natural light and crisp details, this artwork invites you to relish in the beauty of classic automotive design.</p>",REXIMPRIMIS,,poster,"poster, pojazdy, photography, size_13x18, size_21x30, size_30x40, size_40x50, size_50x70",true,Print Style,Full Bleed,,Size,13 × 18 cm (Small),,,,,red-classic-roadster-safe-frame-full-13x18,0,,,deny,manual,25.00,,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_thumb.jpg,1,,false,Red_Classic_Roadster_Safe_Frame | REXIMPRIMIS,"This striking poster captures the timeless elegance of a glossy red 1960s roadster convertible, poised gracefully against an open road at golden hour. The compo",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_thumb.jpg,kg,,,active,
red-classic-roadster-safe-frame,,,,,,,,,Full Bleed,,,21 × 30 cm (A4),,,,,red-classic-roadster-safe-frame-full-21x30,0,,,deny,manual,39.00,,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_ramka_thumb.jpg,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_ramka_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,Full Bleed,,,30 × 40 cm (Medium),,,,,red-classic-roadster-safe-frame-full-30x40,0,,,deny,manual,59.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,Full Bleed,,,40 × 50 cm (Large),,,,,red-classic-roadster-safe-frame-full-40x50,0,,,deny,manual,79.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,Full Bleed,,,50 × 70 cm (Large),,,,,red-classic-roadster-safe-frame-full-50x70,0,,,deny,manual,119.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,White Border,,,13 × 18 cm (Small),,,,,red-classic-roadster-safe-frame-ramka-13x18,0,,,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_ramka_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,White Border,,,21 × 30 cm (A4),,,,,red-classic-roadster-safe-frame-ramka-21x30,0,,,deny,manual,39.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_ramka_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,White Border,,,30 × 40 cm (Medium),,,,,red-classic-roadster-safe-frame-ramka-30x40,0,,,deny,manual,59.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_ramka_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,White Border,,,40 × 50 cm (Large),,,,,red-classic-roadster-safe-frame-ramka-40x50,0,,,deny,manual,79.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_ramka_thumb.jpg,kg,,,,
red-classic-roadster-safe-frame,,,,,,,,,White Border,,,50 × 70 cm (Large),,,,,red-classic-roadster-safe-frame-ramka-50x70,0,,,deny,manual,119.00,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/Pojazdy/photography/Red_Classic_Roadster_Safe_Frame_ramka_thumb.jpg,kg,,,,
